x1 x2 x3 x4 x5 x6 x7 x8
-4.75872354437459 -5.12351494476742 3.19735235787092 10.9455084951984 -5.3387497899863 -6.22869942882613 -5.2447414958039 0.278722236003574
14.8672119188089 3.96784681892962 7.10372128732473 7.89474316096507 5.49682769258071 -13.0831108749338 -2.16708879164593 16.9878199495327
-4.89002368413674 -2.84298021818157 16.3812269744564 1.579290547726 -6.02570333925034 -4.53825284966803 -7.98706677489292 5.66662771132812
10.7883736381152 -14.7504067911987 6.57679844382555 11.722224678513 -0.824921926274365 -0.155432397459675 -0.340650928097314 11.3622177467718
5.65394474165922 4.3387380974948 14.5457376141179 2.78349741367696 4.34708248036801 4.27206729025425 -15.3143927094531 -7.9500413926931
-4.46609089968955 -3.33369759325086 6.80149443200755 -11.0264692934411 -8.21742148945942 -3.88615481795898 -3.47367509044176 21.3436265641716
-1.07714492201352 -3.15960043287615 -15.1296916303795 23.888350964975 -3.59638242553821 -7.4909484487531 -7.59595054177227 -4.21950865580108
11.9487633641291 -14.129797059991 6.17715298069749 30.2785346283952 1.83493540175673 -2.32304194681456 -2.68381459279876 7.13201252467101
0.659906560418776 -5.43884032251708 -2.81646948830844 14.7633581505959 -3.30228531086777 -5.58947055696404 -0.610199287224828 5.16156907538636
13.31312162118 -12.6685496025144 0.424844541891136 2.31758384461468 1.3590762861811 -1.90514610710252 -5.47015225430788 9.35607074733285
10.1473924668309 -0.363111006292637 -9.45786565930155 -9.79256758508874 2.19250361485945 2.65413558472486 -13.4097515021986 10.5805210401969
5.6138719662805 2.90434152345308 -10.54082833355 5.39840551467622 2.81050717533129 4.02310120533791 -10.2183869585762 9.2064334895329
12.7715869524142 2.57959462171075 8.58552014370698 2.24379698042729 8.4447984169725 -15.7095429143842 -2.07222212272419 0.851522594922045
4.69730792136228 5.80103842041087 0.829028384947792 3.54441552095139 2.84287291140572 5.27951323620951 6.62621928112613 9.89019299484809
11.0120719717823 10.655969036735 -3.36107455134623 15.5926334588318 17.207168940368 15.4242706039729 9.13077637235232 -2.09588331025223
8.91165402864668 -0.878745717466165 -9.42858210782802 2.77822609710365 2.53840511422944 1.63150586287377 -10.2695476591151 21.5004557550272
17.3313266426839 -1.83237290044584 17.2925360850689 -2.62559156897605 2.20827729120147 -11.2125785800759 -1.73757550989247 29.780944387455
0.289589232661334 -1.26942373963449 2.82798411456814 22.8668549547937 -8.69234561045002 -3.57922900805619 -11.2519069039586 0.00376465320881625
12.2250207464112 4.12123522303372 4.75479899016223 15.4282410600917 8.0192529541013 -11.6157012155712 -1.11955355144113 4.48493978349945
13.4691285726859 0.135283205348105 -2.36671088194028 -4.82617540134787 -9.61327818273963 -0.787150399096898 -9.66144920514576 9.38891016423947
4.52243050063493 3.03741376801857 11.9721249882632 -2.57755636850132 1.95834361888508 6.3781940120699 -7.91444647681661 6.81295653903048
4.7527493593461 -0.981175981831894 -0.894195331866858 1.84751065329616 6.37433374966905 -2.23093895896429 -19.7447695355285 12.6571527893682
8.9481978505869 -0.760857876528887 20.0062776799408 6.83299851166458 2.53103030487783 6.17980325971365 -15.1440111901017 22.6352690154571
2.92528053820487 2.95434793215501 10.4101753635808 18.7156981462803 4.73912732097133 5.24991537158237 3.07675933810502 -0.0933576925631927
8.29496975874107 5.56336053343639 -10.0014260800968 5.13406225269615 -11.87828982354 1.19289759436048 -1.67204587170964 -5.48603400576207
10.6015729642124 1.30179534740533 -5.15295403543957 2.24720314908994 4.35440730260545 -11.9507330419034 1.00025863971921 20.4550348774078
13.6902251872272 6.80027709908522 8.21882204317103 16.0177395789608 5.73883558483904 -13.1444691247236 -5.42636901265032 3.35577519763816
5.18038211695051 2.81478952408279 -1.99541628724101 8.09956139115694 4.63128470665894 -14.063394221279 -0.628251314297434 6.81683825050256
